catalogNumber,institutionCode,species_raw,determiner_raw,determiner_tier,type_status,latitude,longitude,coordinateUncertainty,doy,pheno_sin,pheno_cos,regional_group,image_path
CSCN-V-0012073,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.549414,-102.964244,600.0,159,0.395312,-0.918547,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012073.jpg
CSCN-V-0012072,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.552828,-102.960468,450.0,154,0.472759,-0.881192,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012072.jpg
CSCN-V-0012074,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.549414,-102.964244,600.0,154,0.472759,-0.881192,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012074.jpg
3118454,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R. W. Lichvar,Tier_3_Bronze,None,42.3123,-104.6855,969.0,123,0.855075,-0.518505,Other_US,data/raw_vouchers/3118454.jpg
728364,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.233753,-96.312179,800.0,139,0.681972,-0.731378,Interior_Prairie_Midwest,data/raw_vouchers/728364.jpg
726357,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.142429,-92.010242,800.0,148,0.561034,-0.827793,Interior_Prairie_Midwest,data/raw_vouchers/726357.jpg
728376,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.233753,-96.312179,800.0,172,0.18176,-0.983343,Interior_Prairie_Midwest,data/raw_vouchers/728376.jpg
734632,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,46.854948,-96.473403,800.0,155,0.457531,-0.889193,Interior_Prairie_Midwest,data/raw_vouchers/734632.jpg
723886,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,45.636277,-96.05714,800.0,157,0.426674,-0.904405,Interior_Prairie_Midwest,data/raw_vouchers/723886.jpg
3118453,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R. D. Dorn,Tier_3_Bronze,None,42.3123,-104.6855,969.0,151,0.517586,-0.855631,Other_US,data/raw_vouchers/3118453.jpg
721409,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,47.738517,-96.448789,800.0,169,0.232243,-0.972658,Interior_Prairie_Midwest,data/raw_vouchers/721409.jpg
717741,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,47.201968,-96.183893,800.0,162,0.347403,-0.937716,Interior_Prairie_Midwest,data/raw_vouchers/717741.jpg
715192,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,47.72417,-96.813965,800.0,171,0.198648,-0.980071,Interior_Prairie_Midwest,data/raw_vouchers/715192.jpg
708615,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.754648,-93.59211,800.0,152,0.502791,-0.864408,Interior_Prairie_Midwest,data/raw_vouchers/708615.jpg
715121,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,47.72417,-96.813965,800.0,163,0.331221,-0.943553,Interior_Prairie_Midwest,data/raw_vouchers/715121.jpg
715514,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,47.056714,-96.417356,800.0,169,0.232243,-0.972658,Interior_Prairie_Midwest,data/raw_vouchers/715514.jpg
01339688,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,David Landreth,Tier_3_Bronze,None,36.928456,-98.92929,5000.0,117,0.903946,-0.427646,Interior_Prairie_Midwest,data/raw_vouchers/01339688.jpg
CAU00003715,CAU,Senecio plattensis Nutt.,"Steffy, Julie A.",Tier_3_Bronze,None,35.813113,-91.602463,969.0,104,0.976277,-0.216527,Interior_Prairie_Midwest,data/raw_vouchers/CAU00003715.jpg
BRIT331573,BRIT,Senecio plattensis Nutt.,Janice Yoder,Tier_3_Bronze,None,32.702337,-97.164008,545.0,95,0.997989,-0.063391,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331573.jpg
BRIT331572,BRIT,Senecio plattensis Nutt.,Louise Lewis,Tier_3_Bronze,None,32.753574,-97.183221,1609.0,112,0.937342,-0.348411,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331572.jpg
LFCC-0013856,LFCC,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R. F. Whiting,Tier_3_Bronze,None,39.037231,-78.383375,43.0,143,0.630072,-0.776537,Piedmont_Granite_Flatrocks,data/raw_vouchers/LFCC-0013856.jpg
UTEP_Herb_15943,UTEP,Senecio plattensis Nutt.,William J. Hess,Tier_3_Bronze,None,36.845855,-102.880202,1742.0,145,0.602988,-0.79775,Interior_Prairie_Midwest,data/raw_vouchers/UTEP_Herb_15943.jpg
3118411,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,B. E. Nelson,Tier_3_Bronze,None,41.647,-104.2362,969.0,156,0.442168,-0.896932,Other_US,data/raw_vouchers/3118411.jpg
3118368,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R. L. Hartman,Tier_3_Bronze,None,44.9309,-105.3241,969.0,175,0.130793,-0.99141,Other_US,data/raw_vouchers/3118368.jpg
691517,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,43.738518,-91.959533,800.0,165,0.298569,-0.954388,Interior_Prairie_Midwest,data/raw_vouchers/691517.jpg
v0005622WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,44.05706,-91.28174,100.0,160,0.379453,-0.925211,Interior_Prairie_Midwest,data/raw_vouchers/v0005622WIS.jpg
v0065960WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,42.70456,-89.496346,1138.0,161,0.363482,-0.931601,Interior_Prairie_Midwest,data/raw_vouchers/v0065960WIS.jpg
CSCN-V-0012065,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.709676,-103.00818,200.0,178,0.079477,-0.996837,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012065.jpg
BRIT331579,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Robert C. Miller,Tier_3_Bronze,None,32.761818,-97.108551,644.0,81,0.984306,0.176471,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331579.jpg
BRIT486485,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,B. L. Turner,Tier_2_Silver,None,32.998302,-96.73814,471.0,99,0.991269,-0.131859,Interior_Prairie_Midwest,data/raw_vouchers/BRIT486485.jpg
3118421,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,L. C. Higgins,Tier_3_Bronze,None,35.54816,-101.731551,1681.57,134,0.742281,-0.670089,Interior_Prairie_Midwest,data/raw_vouchers/3118421.jpg
749525,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.362618,-93.939379,800.0,128,0.807371,-0.590044,Interior_Prairie_Midwest,data/raw_vouchers/749525.jpg
BALT0036078,BALT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Travis Poulsen,Tier_3_Bronze,None,32.854457,-92.854281,969.0,136,0.718792,-0.695225,Coastal_Plain_Sandhills,data/raw_vouchers/BALT0036078.jpg
v0065937WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,43.300234,-89.70964,1138.0,143,0.630072,-0.776537,Interior_Prairie_Midwest,data/raw_vouchers/v0065937WIS.jpg
CSCN-V-0012112,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,43.086093,-103.086799,1400.0,149,0.546711,-0.837321,Other_US,data/raw_vouchers/CSCN-V-0012112.jpg
CSCN-V-0012111,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,43.097939,-103.078474,2500.0,148,0.561034,-0.827793,Other_US,data/raw_vouchers/CSCN-V-0012111.jpg
CSCN-V-0012057,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.662578,-100.520095,1000.0,153,0.487847,-0.872929,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012057.jpg
DEK000096066,DEK,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Michael G. Van Buer,Tier_3_Bronze,None,41.944571,-88.630341,969.0,143,0.630072,-0.776537,Interior_Prairie_Midwest,data/raw_vouchers/DEK000096066.jpg
CSCN-V-0012091,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,40.668328,-96.16036,1100.0,137,0.706727,-0.707487,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012091.jpg
BHSC0054974,BHSC,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Sisk, James A.",Tier_3_Bronze,None,44.655126,-103.698564,969.0,159,0.395312,-0.918547,Other_US,data/raw_vouchers/BHSC0054974.jpg
CSCN-V-0012116,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,44.097405,-103.273411,300.0,166,0.282108,-0.959383,Other_US,data/raw_vouchers/CSCN-V-0012116.jpg
CSCN-V-0012110,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,43.747629,-103.360953,1650.0,164,0.314942,-0.949111,Other_US,data/raw_vouchers/CSCN-V-0012110.jpg
CSCN-V-0012099,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.440075,-102.712485,200.0,163,0.331221,-0.943553,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012099.jpg
BRIT331583,BRIT,Senecio plattensis Nutt.,E. L. Miller,Tier_3_Bronze,None,32.727107,-97.157442,1117.0,50,0.757922,0.652346,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331583.jpg
BRIT331584,BRIT,Senecio plattensis Nutt.,E. L. Miller,Tier_3_Bronze,None,32.755686,-97.138066,680.0,69,0.927238,0.374474,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331584.jpg
BRIT331578,BRIT,Senecio plattensis Nutt.,B. Wenk,Tier_3_Bronze,None,32.75533,-97.138107,585.0,71,0.93957,0.342357,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331578.jpg
TTC020248,TTC,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Nomenclatural Adjustment,Tier_3_Bronze,None,31.918778,-104.807096,90.0,105,0.972408,-0.233289,Interior_Prairie_Midwest,data/raw_vouchers/TTC020248.jpg
3118561,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,S. P. Churchill,Tier_3_Bronze,None,41.979954,-96.992168,4793.0,148,0.561034,-0.827793,Interior_Prairie_Midwest,data/raw_vouchers/3118561.jpg
DEK000096100,DEK,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Michael G. Van Buer,Tier_3_Bronze,None,41.414255,-86.474555,2742.0,126,0.827189,-0.561923,Interior_Prairie_Midwest,data/raw_vouchers/DEK000096100.jpg
CAU00004113,CAU,Senecio plattensis Nutt.,"Hawkins, David L",Tier_3_Bronze,None,36.4993,-91.1045,969.0,89,0.999209,0.03977,Interior_Prairie_Midwest,data/raw_vouchers/CAU00004113.jpg
BRIT331580,BRIT,Senecio plattensis Nutt.,J. Harmon,Tier_3_Bronze,None,32.562246,-97.129866,22.0,92,0.99993,-0.011826,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331580.jpg
NLU0083285,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Debra Trock,Tier_1_Gold,None,34.441218,-97.13476,1414.0,97,0.995218,-0.097683,Interior_Prairie_Midwest,data/raw_vouchers/NLU0083285.jpg
CSCN-V-0012083,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,40.886561,-96.710781,450.0,127,0.817401,-0.576069,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012083.jpg
UTC00137087,USU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Synonymy FNA 20:596,Tier_3_Bronze,None,39.90084,-105.203329,969.0,156,0.442168,-0.896932,Other_US,data/raw_vouchers/UTC00137087.jpg
00116962,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Gregory Kunkel; Leila Shultz,Tier_3_Bronze,None,39.905855,-105.220914,1000.0,156,0.442168,-0.896932,Other_US,data/raw_vouchers/00116962.jpg
v0420191WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,42.885626,-95.333043,400.0,164,0.314942,-0.949111,Interior_Prairie_Midwest,data/raw_vouchers/v0420191WIS.jpg
v0420362WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,48.58614,-99.212701,200.0,179,0.062318,-0.998056,Interior_Prairie_Midwest,data/raw_vouchers/v0420362WIS.jpg
v0420368WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,48.58614,-99.212701,200.0,179,0.062318,-0.998056,Interior_Prairie_Midwest,data/raw_vouchers/v0420368WIS.jpg
v0420408WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,48.503443,-99.816948,280.0,180,0.045141,-0.998981,Interior_Prairie_Midwest,data/raw_vouchers/v0420408WIS.jpg
v0420391WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.348917,-103.196746,600.0,181,0.02795,-0.999609,Other_US,data/raw_vouchers/v0420391WIS.jpg
v0420406WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.348917,-103.196746,600.0,181,0.02795,-0.999609,Other_US,data/raw_vouchers/v0420406WIS.jpg
v0420231WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.034435,-98.071401,300.0,172,0.18176,-0.983343,Interior_Prairie_Midwest,data/raw_vouchers/v0420231WIS.jpg
v0420366WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,48.58614,-99.212701,200.0,179,0.062318,-0.998056,Interior_Prairie_Midwest,data/raw_vouchers/v0420366WIS.jpg
v0420390WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.348917,-103.196746,600.0,181,0.02795,-0.999609,Other_US,data/raw_vouchers/v0420390WIS.jpg
v0420193WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,42.885626,-95.333043,400.0,164,0.314942,-0.949111,Interior_Prairie_Midwest,data/raw_vouchers/v0420193WIS.jpg
v0420363WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,48.58614,-99.212701,200.0,179,0.062318,-0.998056,Interior_Prairie_Midwest,data/raw_vouchers/v0420363WIS.jpg
v0420367WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,48.58614,-99.212701,200.0,179,0.062318,-0.998056,Interior_Prairie_Midwest,data/raw_vouchers/v0420367WIS.jpg
v0420388WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.348917,-103.196746,600.0,181,0.02795,-0.999609,Other_US,data/raw_vouchers/v0420388WIS.jpg
v0420210WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,42.840953,-97.828101,800.0,166,0.282108,-0.959383,Interior_Prairie_Midwest,data/raw_vouchers/v0420210WIS.jpg
v0420228WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.034435,-98.071401,300.0,172,0.18176,-0.983343,Interior_Prairie_Midwest,data/raw_vouchers/v0420228WIS.jpg
v0420389WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.348917,-103.196746,600.0,181,0.02795,-0.999609,Other_US,data/raw_vouchers/v0420389WIS.jpg
v0420194WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,42.885626,-95.333043,400.0,164,0.314942,-0.949111,Interior_Prairie_Midwest,data/raw_vouchers/v0420194WIS.jpg
v0420230WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,47.034435,-98.071401,300.0,172,0.18176,-0.983343,Interior_Prairie_Midwest,data/raw_vouchers/v0420230WIS.jpg
v0420365WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,48.58614,-99.212701,200.0,179,0.062318,-0.998056,Interior_Prairie_Midwest,data/raw_vouchers/v0420365WIS.jpg
CSCN-V-0012070,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.97151,-103.355374,1100.0,164,0.314942,-0.949111,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012070.jpg
CSCN-V-0012068,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.96768,-103.332971,1350.0,164,0.314942,-0.949111,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012068.jpg
CSCN-V-0012069,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.687851,-103.005157,450.0,171,0.198648,-0.980071,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012069.jpg
CSCN-V-0012075,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.756689,-102.990308,300.0,156,0.442168,-0.896932,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012075.jpg
CSCN-V-0012061,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.96823,-103.33634,1350.0,164,0.314942,-0.949111,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012061.jpg
BRIT00079,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,D. K. Trock,Tier_1_Gold,None,32.998302,-96.73814,471.0,77,0.969843,0.24373,Interior_Prairie_Midwest,data/raw_vouchers/BRIT00079.jpg
BRIT00078,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,D. K. Trock,Tier_1_Gold,None,32.998302,-96.73814,471.0,110,0.948772,-0.315962,Interior_Prairie_Midwest,data/raw_vouchers/BRIT00078.jpg
LYN-0005425,LYN,Senecio plattensis Nutt.,"Uttal, Leonard J.",Tier_3_Bronze,None,37.287281,-80.324646,1900.0,129,0.797102,-0.603845,Interior_Prairie_Midwest,data/raw_vouchers/LYN-0005425.jpg
BALT0036589,BALT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Travis Poulsen,Tier_3_Bronze,None,37.287281,-80.324646,1900.0,129,0.797102,-0.603845,Interior_Prairie_Midwest,data/raw_vouchers/BALT0036589.jpg
BRIT331593,BRIT,Senecio plattensis Nutt.,Tanner,Tier_3_Bronze,None,32.745215,-96.996125,94.0,78,0.973892,0.227011,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331593.jpg
01339654,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R. Norman Dudgeon,Tier_3_Bronze,None,36.899246,-98.558165,3000.0,112,0.937342,-0.348411,Interior_Prairie_Midwest,data/raw_vouchers/01339654.jpg
BRIT331582,BRIT,Senecio plattensis Nutt.,F. A. Banell,Tier_3_Bronze,None,32.840091,-97.159354,150.0,93,0.999579,-0.029025,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331582.jpg
03118350,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,H. A. Stephens,Tier_3_Bronze,None,40.200661,-98.483548,4230.0,144,0.616621,-0.78726,Interior_Prairie_Midwest,data/raw_vouchers/03118350.jpg
DEK000096065,DEK,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Michael G. Van Buer,Tier_3_Bronze,None,42.00197,-88.724427,1000.0,142,0.643337,-0.765584,Interior_Prairie_Midwest,data/raw_vouchers/DEK000096065.jpg
CSCN-V-0012077,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.757478,-102.991539,300.0,150,0.532227,-0.846602,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012077.jpg
622060,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.854903,-92.791337,800.0,157,0.426674,-0.904405,Interior_Prairie_Midwest,data/raw_vouchers/622060.jpg
UARK012476,UARK,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Jim Miesner,Tier_3_Bronze,None,36.063156,-94.175687,88.0,112,0.937342,-0.348411,Interior_Prairie_Midwest,data/raw_vouchers/UARK012476.jpg
KHD00009150,DBG,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Berta Anderson,Tier_3_Bronze,None,39.651895,-104.733878,1000.0,148,0.561034,-0.827793,Other_US,data/raw_vouchers/KHD00009150.jpg
BRIT00103,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,David Flyr,Tier_3_Bronze,None,35.721457,-101.662426,456.0,142,0.643337,-0.765584,Interior_Prairie_Midwest,data/raw_vouchers/BRIT00103.jpg
BRIT290918,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Debra Trock (BRIT),Tier_1_Gold,None,35.721457,-101.662426,456.0,142,0.643337,-0.765584,Interior_Prairie_Midwest,data/raw_vouchers/BRIT290918.jpg
IND-0138483,IND,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,William G. D'Arcy,Tier_3_Bronze,None,37.674922,-90.374038,500.0,130,0.786597,-0.617467,Interior_Prairie_Midwest,data/raw_vouchers/IND-0138483.jpg
3118531,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,H. A. Stephens,Tier_3_Bronze,None,43.164368,-103.181103,3390.0,159,0.395312,-0.918547,Other_US,data/raw_vouchers/3118531.jpg
3118497,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,H. A. Stephens,Tier_3_Bronze,None,42.126736,-97.439457,1973.0,153,0.487847,-0.872929,Interior_Prairie_Midwest,data/raw_vouchers/3118497.jpg
3118389,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,L. K. Magrath,Tier_3_Bronze,None,38.143825,-97.139297,2662.0,122,0.863867,-0.50372,Interior_Prairie_Midwest,data/raw_vouchers/3118389.jpg
3118527,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,H. A. Stephens,Tier_3_Bronze,None,38.480569,-95.742394,1224.0,134,0.742281,-0.670089,Interior_Prairie_Midwest,data/raw_vouchers/3118527.jpg
3118380,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R. L. McGregor,Tier_3_Bronze,None,39.055729,-96.028047,4142.0,151,0.517586,-0.855631,Interior_Prairie_Midwest,data/raw_vouchers/3118380.jpg
3118470,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,L. K. Magrath,Tier_3_Bronze,None,42.062045,-97.979582,1238.0,148,0.561034,-0.827793,Interior_Prairie_Midwest,data/raw_vouchers/3118470.jpg
v0065952WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,42.588855,-89.411532,569.0,138,0.694452,-0.719539,Interior_Prairie_Midwest,data/raw_vouchers/v0065952WIS.jpg
BALT0036082,BALT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Travis Poulsen,Tier_3_Bronze,None,42.542476,-85.926759,969.0,157,0.426674,-0.904405,Interior_Prairie_Midwest,data/raw_vouchers/BALT0036082.jpg
BALT0036079,BALT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Travis Poulsen,Tier_3_Bronze,None,42.542476,-85.926759,969.0,157,0.426674,-0.904405,Interior_Prairie_Midwest,data/raw_vouchers/BALT0036079.jpg
v0004094WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,44.01972,-91.483,500.0,165,0.298569,-0.954388,Interior_Prairie_Midwest,data/raw_vouchers/v0004094WIS.jpg
NLU0083267,BRIT,Senecio plattensis Nutt.,Lloyd H. Shinners,Tier_2_Silver,None,32.99721,-96.746148,796.0,87,0.99725,0.074117,Interior_Prairie_Midwest,data/raw_vouchers/NLU0083267.jpg
148264,KU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Deb K. Trock,Tier_1_Gold,None,35.478029,-97.000419,421.0,119,0.888701,-0.458487,Interior_Prairie_Midwest,data/raw_vouchers/148264.jpg
TTC010577,TTC,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Nomenclatural Adjustment,Tier_3_Bronze,None,32.069571,-98.895777,1646.0,97,0.995218,-0.097683,Interior_Prairie_Midwest,data/raw_vouchers/TTC010577.jpg
148226,KU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Deb K. Trock,Tier_1_Gold,None,35.93988,-98.34806,3882.0,130,0.786597,-0.617467,Interior_Prairie_Midwest,data/raw_vouchers/148226.jpg
148296,KU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Deb K. Trock,Tier_1_Gold,None,34.427428,-97.105875,848.0,106,0.968251,-0.249981,Interior_Prairie_Midwest,data/raw_vouchers/148296.jpg
3118502,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,H. A. Stephens,Tier_3_Bronze,None,37.345512,-96.170359,3398.0,126,0.827189,-0.561923,Interior_Prairie_Midwest,data/raw_vouchers/3118502.jpg
